Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,86,59,52.32953,156.98859,26.164765,104.65906,156.98859,392.471475
,,,,,,,86,60,52.203455,156.610365,26.1017275,104.40691,156.610365,391.5259125
,,,,,,,86,61,51.497435,154.492305,25.7487175,102.99487,154.492305,386.2307625
,,,,,,,86,62,50.54767,151.64301,25.273835,101.09534,151.64301,379.107525
,,,,,,,86,63,50.556075,151.668225,25.2780375,101.11215,151.668225,379.1705625
,,,,,,,86,64,51.396575,154.189725,25.6982875,102.79315,154.189725,385.4743125
,,,,,,,86,65,52.68254,158.04762,26.34127,105.36508,158.04762,395.11905
,,,,,,,86,66,53.043955,159.131865,26.5219775,106.08791,159.131865,397.8296625
,,,,,,,86,67,53.615495,160.846485,26.8077475,107.23099,160.846485,402.1162125
,,,,,,,86,68,54.64931,163.94793,27.324655,109.29862,163.94793,409.869825
,,,,,,,86,69,53.60709,160.82127,26.803545,107.21418,160.82127,402.053175
,,,,,,,86,70,50.68215,152.04645,25.341075,101.3643,152.04645,380.116125
,,,,,,,86,71,47.55549,142.66647,23.777745,95.11098,142.66647,356.666175
,,,,,,,86,72,45.15166,135.45498,22.57583,90.30332,135.45498,338.63745
,,,,,,,60,73,57.18762,171.56286,28.59381,114.37524,171.56286,428.90715
,,,,,,,60,74,54.691335,164.074005,27.3456675,109.38267,164.074005,410.1850125
,,,,,,,60,75,52.91788,158.75364,26.45894,105.83576,158.75364,396.8841
,,,,,,,60,76,52.153025,156.459075,26.0765125,104.30605,156.459075,391.1476875
,,,,,,,60,77,53.682735,161.048205,26.8413675,107.36547,161.048205,402.6205125
,,,,,,,60,78,54.88465,164.65395,27.442325,109.7693,164.65395,411.634875
,,,,,,,60,79,59.633475,178.900425,29.8167375,119.26695,178.900425,447.2510625
,,,,,,,60,80,65.0547,195.1641,32.52735,130.1094,195.1641,487.91025
,,,,,,,60,81,69.54297,208.62891,34.771485,139.08594,208.62891,521.572275
,,,,,,,60,82,73.40927,220.22781,36.704635,146.81854,220.22781,550.569525
,,,,,,,60,83,75.754265,227.262795,37.8771325,151.50853,227.262795,568.1569875
,,,,,,,60,84,78.208525,234.625575,39.1042625,156.41705,234.625575,586.5639375
,,,,,,,60,85,79.14148,237.42444,39.57074,158.28296,237.42444,593.5611
,,,,,,,60,86,80.124865,240.374595,40.0624325,160.24973,240.374595,600.9364875
,,,,,,,60,87,80.97377,242.92131,40.486885,161.94754,242.92131,607.303275
,,,,,,,60,88,82.612745,247.838235,41.3063725,165.22549,247.838235,619.5955875
,,,,,,,60,89,84.05,252.15,42.025,168.1,252.15,630.375
,,,,,,,60,90,82.78925,248.36775,41.394625,165.5785,248.36775,620.919375
,,,,,,,60,91,81.822675,245.468025,40.9113375,163.64535,245.468025,613.6700625
,,,,,,,60,92,82.55391,247.66173,41.276955,165.10782,247.66173,619.154325
,,,,,,,60,93,79.96517,239.89551,39.982585,159.93034,239.89551,599.738775
,,,,,,,60,94,74.308605,222.925815,37.1543025,148.61721,222.925815,557.3145375
,,,,,,,60,95,68.63523,205.90569,34.317615,137.27046,205.90569,514.764225
,,,,,,,60,96,63.751925,191.255775,31.8759625,127.50385,191.255775,478.1394375
,,,,,,,62,97,43.85729,131.57187,21.928645,87.71458,131.57187,328.929675
,,,,,,,62,98,42.285555,126.856665,21.1427775,84.57111,126.856665,317.1416625
,,,,,,,62,99,42.453655,127.360965,21.2268275,84.90731,127.360965,318.4024125
,,,,,,,62,100,42.51249,127.53747,21.256245,85.02498,127.53747,318.843675
,,,,,,,62,101,42.722615,128.167845,21.3613075,85.44523,128.167845,320.4196125
,,,,,,,62,102,44.168275,132.504825,22.0841375,88.33655,132.504825,331.2620625
,,,,,,,62,103,46.622535,139.867605,23.3112675,93.24507,139.867605,349.6690125
,,,,,,,62,104,48.76581,146.29743,24.382905,97.53162,146.29743,365.743575
,,,,,,,62,105,50.959515,152.878545,25.4797575,101.91903,152.878545,382.1963625
,,,,,,,62,106,52.842235,158.526705,26.4211175,105.68447,158.526705,396.3167625
,,,,,,,62,107,53.716355,161.149065,26.8581775,107.43271,161.149065,402.8726625
,,,,,,,62,108,53.699545,161.098635,26.8497725,107.39909,161.098635,402.7465875
,,,,,,,62,109,53.55666,160.66998,26.77833,107.11332,160.66998,401.67495
,,,,,,,62,110,53.59028,160.77084,26.79514,107.18056,160.77084,401.9271
,,,,,,,62,111,53.968505,161.905515,26.9842525,107.93701,161.905515,404.7637875
,,,,,,,62,112,54.909865,164.729595,27.4549325,109.81973,164.729595,411.8239875
,,,,,,,62,113,56.1454,168.4362,28.0727,112.2908,168.4362,421.0905
,,,,,,,62,114,55.50662,166.51986,27.75331,111.01324,166.51986,416.29965
,,,,,,,62,115,55.229255,165.687765,27.6146275,110.45851,165.687765,414.2194125
,,,,,,,62,116,53.48942,160.46826,26.74471,106.97884,160.46826,401.17065
,,,,,,,62,117,51.732775,155.198325,25.8663875,103.46555,155.198325,387.9958125
,,,,,,,62,118,49.55588,148.66764,24.77794,99.11176,148.66764,371.6691
,,,,,,,62,119,46.36198,139.08594,23.18099,92.72396,139.08594,347.71485
,,,,,,,62,120,43.89091,131.67273,21.945455,87.78182,131.67273,329.181825
,,,,,,,66,121,47.84126,143.52378,23.92063,95.68252,143.52378,358.80945
,,,,,,,66,122,47.26972,141.80916,23.63486,94.53944,141.80916,354.5229
,,,,,,,66,123,47.10162,141.30486,23.55081,94.20324,141.30486,353.26215
,,,,,,,66,124,47.580705,142.742115,23.7903525,95.16141,142.742115,356.8552875
,,,,,,,66,125,49.497045,148.491135,24.7485225,98.99409,148.491135,371.2278375
,,,,,,,66,126,53.55666,160.66998,26.77833,107.11332,160.66998,401.67495
,,,,,,,66,127,58.76776,176.30328,29.38388,117.53552,176.30328,440.7582
,,,,,,,66,128,59.431755,178.295265,29.7158775,118.86351,178.295265,445.7381625
,,,,,,,66,129,58.658495,175.975485,29.3292475,117.31699,175.975485,439.9387125
,,,,,,,66,130,57.42296,172.26888,28.71148,114.84592,172.26888,430.6722
,,,,,,,66,131,55.8092,167.4276,27.9046,111.6184,167.4276,418.569
,,,,,,,66,132,55.22085,165.66255,27.610425,110.4417,165.66255,414.156375
,,,,,,,66,133,56.321905,168.965715,28.1609525,112.64381,168.965715,422.4142875
,,,,,,,66,134,55.851225,167.553675,27.9256125,111.70245,167.553675,418.8841875
,,,,,,,66,135,56.73375,170.20125,28.366875,113.4675,170.20125,425.503125
,,,,,,,66,136,58.692115,176.076345,29.3460575,117.38423,176.076345,440.1908625
,,,,,,,66,137,60.88582,182.65746,30.44291,121.77164,182.65746,456.64365
,,,,,,,66,138,61.717915,185.153745,30.8589575,123.43583,185.153745,462.8843625
,,,,,,,66,139,61.33969,184.01907,30.669845,122.67938,184.01907,460.047675
,,,,,,,66,140,59.952865,179.858595,29.9764325,119.90573,179.858595,449.6464875
,,,,,,,66,141,57.935665,173.806995,28.9678325,115.87133,173.806995,434.5174875
,,,,,,,66,142,55.00232,165.00696,27.50116,110.00464,165.00696,412.5174
,,,,,,,66,143,51.497435,154.492305,25.7487175,102.99487,154.492305,386.2307625
,,,,,,,66,144,49.043175,147.129525,24.5215875,98.08635,147.129525,367.8238125
,,,,,,,,,54.28390262,162.8517079,27.14195131,108.5678052,162.8517079,407.1292697
,,,,,,,,,52.87102212,158.6130664,26.43551106,105.7420442,158.6130664,396.5326659
,,,,,,,,,52.793486,158.380458,26.396743,105.586972,158.380458,395.951145
,,,,,,,,,52.62979862,157.8893959,26.31489931,105.2595972,157.8893959,394.7234897
,,,,,,,,,53.09501537,159.2850461,26.54750769,106.1900307,159.2850461,398.2126153
,,,,,,,,,54.92142187,164.7642656,27.46071094,109.8428437,164.7642656,411.9106641
,,,,,,,,,58.71207687,176.1362306,29.35603844,117.4241537,176.1362306,440.3405766
,,,,,,,,,62.60611337,187.8183401,31.30305669,125.2122267,187.8183401,469.5458503
,,,,,,,,,63.3728595,190.1185785,31.68642975,126.745719,190.1185785,475.2964462
,,,,,,,,,60.98646987,182.9594096,30.49323494,121.9729397,182.9594096,457.3985241
,,,,,,,,,59.42713225,178.2813967,29.71356612,118.8542645,178.2813967,445.7034919
,,,,,,,,,58.95330037,176.8599011,29.47665019,117.9066007,176.8599011,442.1497528
,,,,,,,,,58.10901812,174.3270544,29.05450906,116.2180362,174.3270544,435.8176359
,,,,,,,,,57.59211062,172.7763319,28.79605531,115.1842212,172.7763319,431.9408297
,,,,,,,,,57.63518625,172.9055587,28.81759312,115.2703725,172.9055587,432.2638969
,,,,,,,,,59.1686785,177.5060355,29.58433925,118.337357,177.5060355,443.7650887
,,,,,,,,,61.77044625,185.3113387,30.88522312,123.5408925,185.3113387,463.2783469
,,,,,,,,,65.90570625,197.7171187,32.95285312,131.8114125,197.7171187,494.2927969
,,,,,,,,,66.72414312,200.1724294,33.36207156,133.4482862,200.1724294,500.4310734
,,,,,,,,,64.57036187,193.7110856,32.28518094,129.1407237,193.7110856,484.2777141
,,,,,,,,,63.1660965,189.4982895,31.58304825,126.332193,189.4982895,473.7457237
,,,,,,,,,60.581559,181.744677,30.2907795,121.163118,181.744677,454.3616925
,,,,,,,,,57.02351237,171.0705371,28.51175619,114.0470247,171.0705371,427.6763428
,,,,,,,,,54.00821862,162.0246559,27.00410931,108.0164372,162.0246559,405.0616397
,,,,,,,,,47.9345555,143.8036665,23.96727775,95.869111,143.8036665,359.5091662
,,,,,,,,,46.73705312,140.2111594,23.36852656,93.47410625,140.2111594,350.5278984
,,,,,,,,,46.47859937,139.4357981,23.23929969,92.95719875,139.4357981,348.5894953
,,,,,,,,,46.65090187,139.9527056,23.32545094,93.30180375,139.9527056,349.8817641
,,,,,,,,,48.0034765,144.0104295,24.00173825,96.006953,144.0104295,360.0260737
,,,,,,,,,50.30371487,150.9111446,25.15185744,100.6074297,150.9111446,377.2778616
,,,,,,,,,54.16329087,162.4898726,27.08164544,108.3265817,162.4898726,406.2246816
,,,,,,,,,58.74653737,176.2396121,29.37326869,117.4930747,176.2396121,440.5990303
,,,,,,,,,60.995085,182.985255,30.4975425,121.99017,182.985255,457.4631375
,,,,,,,,,60.62463462,181.8739039,30.31231731,121.2492692,181.8739039,454.6847597
,,,,,,,,,60.00434562,180.0130369,30.00217281,120.0086912,180.0130369,450.0325922
,,,,,,,,,60.08188175,180.2456452,30.04094087,120.1637635,180.2456452,450.6141131
,,,,,,,,,60.64186487,181.9255946,30.32093244,121.2837297,181.9255946,454.8139866
,,,,,,,,,60.01296075,180.0388822,30.00648037,120.0259215,180.0388822,450.0972056
,,,,,,,,,59.3065205,177.9195615,29.65326025,118.613041,177.9195615,444.7989037
,,,,,,,,,59.83204312,179.4961294,29.91602156,119.6640862,179.4961294,448.7403234
,,,,,,,,,62.70087975,188.1026392,31.35043987,125.4017595,188.1026392,470.2565981
,,,,,,,,,66.80167925,200.4050377,33.40083962,133.6033585,200.4050377,501.0125944
,,,,,,,,,69.14499325,207.4349797,34.57249662,138.2899865,207.4349797,518.5874494
,,,,,,,,,68.74008237,206.2202471,34.37004119,137.4801647,206.2202471,515.5506178
,,,,,,,,,67.129054,201.387162,33.564527,134.258108,201.387162,503.467905
,,,,,,,,,64.63066775,193.8920032,32.31533387,129.2613355,193.8920032,484.7300081
,,,,,,,,,61.76183112,185.2854934,30.88091556,123.5236622,185.2854934,463.2137334
,,,,,,,,,58.651771,175.955313,29.3258855,117.303542,175.955313,439.8882825
,,,,,,,,,44.46266012,133.3879804,22.23133006,88.92532025,133.3879804,333.4699509
,,,,,,,,,43.64422325,130.9326697,21.82211162,87.2884465,130.9326697,327.3316744
,,,,,,,,,43.46330562,130.3899169,21.73165281,86.92661125,130.3899169,325.9747922
,,,,,,,,,43.65283837,130.9585151,21.82641919,87.30567675,130.9585151,327.3962878
,,,,,,,,,45.23802137,135.7140641,22.61901069,90.47604275,135.7140641,339.2851603
,,,,,,,,,48.106858,144.320574,24.053429,96.213716,144.320574,360.801435
,,,,,,,,,50.98430975,152.9529292,25.49215487,101.9686195,152.9529292,382.3823231
,,,,,,,,,53.207012,159.621036,26.603506,106.414024,159.621036,399.05259
,,,,,,,,,53.98237325,161.9471197,26.99118662,107.9647465,161.9471197,404.8677994
,,,,,,,,,53.620538,160.861614,26.810269,107.241076,160.861614,402.154035
,,,,,,,,,53.63776825,160.9133047,26.81888412,107.2755365,160.9133047,402.2832619
,,,,,,,,,53.50854137,160.5256241,26.75427069,107.0170827,160.5256241,401.3140603
,,,,,,,,,52.78487087,158.3546126,26.39243544,105.5697417,158.3546126,395.8865316
,,,,,,,,,51.81136175,155.4340852,25.90568087,103.6227235,155.4340852,388.5852131
,,,,,,,,,51.81997687,155.4599306,25.90998844,103.6399537,155.4599306,388.6498266
,,,,,,,,,52.68148937,158.0444681,26.34074469,105.3629787,158.0444681,395.1111703
,,,,,,,,,53.9996035,161.9988105,26.99980175,107.999207,161.9988105,404.9970262
,,,,,,,,,54.37005387,163.1101616,27.18502694,108.7401077,163.1101616,407.7754041
,,,,,,,,,54.95588237,164.8676471,27.47794119,109.9117647,164.8676471,412.1691178
,,,,,,,,,56.01554275,168.0466282,28.00777137,112.0310855,168.0466282,420.1165706
,,,,,,,,,54.94726725,164.8418017,27.47363362,109.8945345,164.8418017,412.1045044
,,,,,,,,,51.94920375,155.8476112,25.97460187,103.8984075,155.8476112,389.6190281
,,,,,,,,,48.74437725,146.2331317,24.37218862,97.4887545,146.2331317,365.5828294
,,,,,,,,,46.2804515,138.8413545,23.14022575,92.560903,138.8413545,347.1033862
,,,,,,,,,58.6173105,175.8519315,29.30865525,117.234621,175.8519315,439.6298287
,,,,,,,,,56.05861837,168.1758551,28.02930919,112.1172367,168.1758551,420.4396378
,,,,,,,,,54.240827,162.722481,27.1204135,108.481654,162.722481,406.8062025
,,,,,,,,,53.45685062,160.3705519,26.72842531,106.9137012,160.3705519,400.9263797
,,,,,,,,,55.02480337,165.0744101,27.51240169,110.0496067,165.0744101,412.6860253
,,,,,,,,,56.25676625,168.7702987,28.12838312,112.5135325,168.7702987,421.9257469
,,,,,,,,,61.12431187,183.3729356,30.56215594,122.2486237,183.3729356,458.4323391
,,,,,,,,,66.6810675,200.0432025,33.34053375,133.362135,200.0432025,500.1080062
,,,,,,,,,71.28154425,213.8446327,35.64077212,142.5630885,213.8446327,534.6115819
,,,,,,,,,75.24450175,225.7335052,37.62225087,150.4890035,225.7335052,564.3337631
,,,,,,,,,77.64812162,232.9443649,38.82406081,155.2962432,232.9443649,582.3609122
,,,,,,,,,80.16373812,240.4912144,40.08186906,160.3274762,240.4912144,601.2280359
,,,,,,,,,81.120017,243.360051,40.5600085,162.240034,243.360051,608.4001275
,,,,,,,,,82.12798662,246.3839599,41.06399331,164.2559732,246.3839599,615.9598997
,,,,,,,,,82.99811425,248.9943427,41.49905712,165.9962285,248.9943427,622.4858569
,,,,,,,,,84.67806362,254.0341909,42.33903181,169.3561272,254.0341909,635.0854772
,,,,,,,,,86.15125,258.45375,43.075625,172.3025,258.45375,646.134375
,,,,,,,,,84.85898125,254.5769437,42.42949062,169.7179625,254.5769437,636.4423594
,,,,,,,,,83.86824187,251.6047256,41.93412094,167.7364837,251.6047256,629.0118141
,,,,,,,,,84.61775775,253.8532732,42.30887887,169.2355155,253.8532732,634.6331831
,,,,,,,,,81.96429925,245.8928977,40.98214962,163.9285985,245.8928977,614.7322444
,,,,,,,,,76.16632012,228.4989604,38.08316006,152.3326402,228.4989604,571.2474009
,,,,,,,,,70.35111075,211.0533322,35.17555537,140.7022215,211.0533322,527.6333306
,,,,,,,,,65.34572312,196.0371694,32.67286156,130.6914462,196.0371694,490.0929234
,,,,,,,,,44.95372225,134.8611667,22.47686112,89.9074445,134.8611667,337.1529169
,,,,,,,,,43.34269387,130.0280816,21.67134694,86.68538775,130.0280816,325.0702041
,,,,,,,,,43.51499637,130.5449891,21.75749819,87.02999275,130.5449891,326.3624728
,,,,,,,,,43.57530225,130.7259067,21.78765112,87.1506045,130.7259067,326.8147669
,,,,,,,,,43.79068037,131.3720411,21.89534019,87.58136075,131.3720411,328.4301028
,,,,,,,,,45.27248187,135.8174456,22.63624094,90.54496375,135.8174456,339.5436141
,,,,,,,,,47.78809837,143.3642951,23.89404919,95.57619675,143.3642951,358.4107378
,,,,,,,,,49.98495525,149.9548657,24.99247762,99.9699105,149.9548657,374.8871644
,,,,,,,,,52.23350287,156.7005086,26.11675144,104.4670057,156.7005086,391.7512716
,,,,,,,,,54.16329087,162.4898726,27.08164544,108.3265817,162.4898726,406.2246816
,,,,,,,,,55.05926387,165.1777916,27.52963194,110.1185277,165.1777916,412.9444791
,,,,,,,,,55.04203362,165.1261009,27.52101681,110.0840672,165.1261009,412.8152522
,,,,,,,,,54.8955765,164.6867295,27.44778825,109.791153,164.6867295,411.7168237
,,,,,,,,,54.930037,164.790111,27.4650185,109.860074,164.790111,411.9752775
,,,,,,,,,55.31771762,165.9531529,27.65885881,110.6354352,165.9531529,414.8828822
,,,,,,,,,56.28261162,168.8478349,28.14130581,112.5652232,168.8478349,422.1195872
,,,,,,,,,57.549035,172.647105,28.7745175,115.09807,172.647105,431.6177625
,,,,,,,,,56.8942855,170.6828565,28.44714275,113.788571,170.6828565,426.7071412
,,,,,,,,,56.60998637,169.8299591,28.30499319,113.2199727,169.8299591,424.5748978
,,,,,,,,,54.8266555,164.4799665,27.41332775,109.653311,164.4799665,411.1999162
,,,,,,,,,53.02609437,159.0782831,26.51304719,106.0521887,159.0782831,397.6957078
,,,,,,,,,50.794777,152.384331,25.3973885,101.589554,152.384331,380.9608275
,,,,,,,,,47.5210295,142.5630885,23.76051475,95.042059,142.5630885,356.4077212
,,,,,,,,,44.98818275,134.9645482,22.49409137,89.9763655,134.9645482,337.4113706
,,,,,,,,,49.0372915,147.1118745,24.51864575,98.074583,147.1118745,367.7796862
,,,,,,,,,48.451463,145.354389,24.2257315,96.902926,145.354389,363.3859725
,,,,,,,,,48.2791605,144.8374815,24.13958025,96.558321,144.8374815,362.0937037
,,,,,,,,,48.77022262,146.3106679,24.38511131,97.54044525,146.3106679,365.7766697
,,,,,,,,,50.73447112,152.2034134,25.36723556,101.4689422,152.2034134,380.5085334
,,,,,,,,,54.8955765,164.6867295,27.44778825,109.791153,164.6867295,411.7168237
,,,,,,,,,60.236954,180.710862,30.118477,120.473908,180.710862,451.777155
,,,,,,,,,60.91754887,182.7526466,30.45877444,121.8350977,182.7526466,456.8816166
,,,,,,,,,60.12495737,180.3748721,30.06247869,120.2499147,180.3748721,450.9371803
,,,,,,,,,58.858534,176.575602,29.429267,117.717068,176.575602,441.439005
,,,,,,,,,57.20443,171.61329,28.602215,114.40886,171.61329,429.033225
,,,,,,,,,56.60137125,169.8041137,28.30068562,113.2027425,169.8041137,424.5102844
,,,,,,,,,57.72995262,173.1898579,28.86497631,115.4599052,173.1898579,432.9746447
,,,,,,,,,57.24750562,171.7425169,28.62375281,114.4950112,171.7425169,429.3562922
,,,,,,,,,58.15209375,174.4562812,29.07604687,116.3041875,174.4562812,436.1407031
,,,,,,,,,60.15941787,180.4782536,30.07970894,120.3188357,180.4782536,451.1956341
,,,,,,,,,62.4079655,187.2238965,31.20398275,124.815931,187.2238965,468.0597412
,,,,,,,,,63.26086287,189.7825886,31.63043144,126.5217257,189.7825886,474.4564716
,,,,,,,,,62.87318225,188.6195467,31.43659112,125.7463645,188.6195467,471.5488669
,,,,,,,,,61.45168662,184.3550599,30.72584331,122.9033732,184.3550599,460.8876497
,,,,,,,,,59.38405662,178.1521699,29.69202831,118.7681132,178.1521699,445.3804247
,,,,,,,,,56.377378,169.132134,28.188689,112.754756,169.132134,422.830335
,,,,,,,,,52.78487087,158.3546126,26.39243544,105.5697417,158.3546126,395.8865316
,,,,,,,,,50.26925437,150.8077631,25.13462719,100.5385087,150.8077631,377.0194078
,,,,,,,,,55.64100019,166.9230006,27.8205001,111.2820004,166.9230006,417.3075014
,,,,,,,,,54.19279768,162.578393,27.09639884,108.3855954,162.578393,406.4459826
,,,,,,,,,54.11332315,162.3399694,27.05666157,108.2266463,162.3399694,405.8499236
,,,,,,,,,53.94554359,161.8366308,26.9727718,107.8910872,161.8366308,404.5915769
,,,,,,,,,54.42239076,163.2671723,27.21119538,108.8447815,163.2671723,408.1679307
,,,,,,,,,56.29445742,168.8833723,28.14722871,112.5889148,168.8833723,422.2084307
,,,,,,,,,60.1798788,180.5396364,30.0899394,120.3597576,180.5396364,451.349091
,,,,,,,,,64.17126621,192.5137986,32.0856331,128.3425324,192.5137986,481.2844966
,,,,,,,,,64.95718099,194.871543,32.47859049,129.914362,194.871543,487.1788574
,,,,,,,,,62.51113162,187.5333949,31.25556581,125.0222632,187.5333949,468.8334872
,,,,,,,,,60.91281056,182.7384317,30.45640528,121.8256211,182.7384317,456.8460792
,,,,,,,,,60.42713288,181.2813987,30.21356644,120.8542658,181.2813987,453.2034966
,,,,,,,,,59.56174358,178.6852307,29.78087179,119.1234872,178.6852307,446.7130768
,,,,,,,,,59.03191339,177.0957402,29.5159567,118.0638268,177.0957402,442.7393504
,,,,,,,,,59.07606591,177.2281977,29.53803295,118.1521318,177.2281977,443.0704943
,,,,,,,,,60.64789546,181.9436864,30.32394773,121.2957909,181.9436864,454.859216
,,,,,,,,,63.31470741,189.9441222,31.6573537,126.6294148,189.9441222,474.8603055
,,,,,,,,,67.55334891,202.6600467,33.77667445,135.1066978,202.6600467,506.6501168
,,,,,,,,,68.3922467,205.1767401,34.19612335,136.7844934,205.1767401,512.9418503
,,,,,,,,,66.18462092,198.5538628,33.09231046,132.3692418,198.5538628,496.3846569
,,,,,,,,,64.74524891,194.2357467,32.37262446,129.4904978,194.2357467,485.5893668
,,,,,,,,,62.09609797,186.2882939,31.04804899,124.1921959,186.2882939,465.7207348
,,,,,,,,,58.44910018,175.3473006,29.22455009,116.8982004,175.3473006,438.3682514
,,,,,,,,,55.35842409,166.0752723,27.67921205,110.7168482,166.0752723,415.1881807
,,,,,,,,,49.13291939,147.3987582,24.56645969,98.26583877,147.3987582,368.4968954
,,,,,,,,,47.90547945,143.7164384,23.95273973,95.81095891,143.7164384,359.2910959
,,,,,,,,,47.64056436,142.9216931,23.82028218,95.28112872,142.9216931,357.3042327
,,,,,,,,,47.81717442,143.4515233,23.90858721,95.63434884,143.4515233,358.6288082
